start	end	text
28647368	28650293	So I should have this knee back behind the hip.
28650674	28655443	And now from there, I'm just raising straight up and I'm going to hold.
28655483	28656906	All right.
28656926	28662817	So I feel a big stretch from here all the way down through the bottom of that hip flexor.
28663558	28667385	After 15 seconds, I'm going to switch over to that other side and do the same thing.
28667365	28672673	For my calf stretch, I'm basically going to do what they would call a downward dog in yoga.
28673053	28676278	So I'm here, I'm going to push back like this.
28676378	28679583	I'm going to straighten out my arms and now I'm just going to cross over.
28679963	28689677	So I'm going to put my left foot over that right foot and I'm going to try to get that right heel down towards the floor or as close as I can.
28689961	28696448	So I do have a straight knee, so we're stretching out what's called the gastrocnemius, that's the outside calf muscle.
28696728	28702915	So I shouldn't feel the stretch as much down in the ankle and the Achilles as we would on some of our hip mobility drills.
28703276	28707340	We should feel it on the outside of that calf muscle.
28708541	28712346	A lot of us aren't going to be able to get our heel all the way to the floor, that's okay.
28712706	28715890	Just work on getting it down as low as we can.
28715950	28719934	After 15 seconds, I'm switching over to that other side.
28722715	28723357	What's up guys?
28723517	28728330	Quick minimum dose advice for day two and day four of phase six.
28728951	28730796	So it's already very efficient.
28730997	28733303	You honestly probably don't have to take anything out.
28733583	28735789	I think we could get this done in 20 or 30 minutes.
28736591	28738075	Side plank hip abduction.
28738055	28739097	Great exercise.
28739117	28744326	You're actually going to feel this a lot more in the hip abductors side of the hips, which is good.
28744366	28746270	It's nice to get a little bit of a pump in there.
28747212	28751539	You're also going to feel that in the core as well, so a little bit of full body stability there.
28752140	28753583	The PRI floss.
28753985	28761816	So if you're extremely flexible already, you probably don't need this, but this is also working on breathing patterns, so it is a very valuable exercise.
28761856	28762938	So I'd recommend doing that.
28763399	28765862	Rocking dead bug, very valuable exercise.
28765982	28767465	Rotational rolling mobility.
28767745	28776718	This is challenging kind of internal rotators, external rotators, core stability in a way that we haven't really done much of in the past.
28776698	28780408	Even if you're already mobile, I'd recommend trying out this exercise.
28780969	28785020	It's going to challenge your mobility in some different planes than we're used to.
28785060	28787446	Leg lowers, great exercise.
28787506	28792800	If you want to make it harder, we can go slower on the way down and build more tension through the core.
28792780	28794202	lower back angels.
28794462	28797285	We haven't done much erector spinae isolation.
28797325	28798326	Those are the back muscles.
28798707	28800249	We haven't done much isolation there.
28800689	28809680	So even though this is a pretty easy exercise, at least it seems like it, you might get a pretty good burn in those erector muscles that run along the spine.
28810140	28811462	So I would recommend doing this.
28811862	28816948	If you have any type of back pain or you're prone to back pain, this is one that could flare it up a little bit.
28816928	28823279	If that's the case and you feel any pain, skip this exercise, but it is very good for injury prevention long term.
28823599	28838464	Let's do it.
28840182	28850538	So for my side plank hip abduction, I'm gonna go ahead and stack my legs, 90 degree angle there with the knees, and then I'm gonna come down on that forearm.
28850558	28856908	So I don't want you on the elbow, I don't want you on the wrist, I want your full forearm down on the ground.
28856888	28862658	I'm going to make sure that I'm nice and flat through the body so I don't want to have a major tucked hip there.
28863079	28864822	I want to be extended nice and flat.
28865323	28871473	Now from there, I'm just lifting my hips off the ground and then I'm going to drive this leg at the same time.
28871854	28873176	So I'm up.
28873156	28876643	I'm driving that leg at the top and then I'm right back down.
28876763	28878987	Bring your hip all the way back down to the ground.
28879448	28882774	Torso is still off the floor but that hip will touch down.
28883275	28889427	So it's here, hip touches down, your full thigh is on the ground and drive up off that.
28890875	28894519	So you're gonna feel a lot of this on that leg that's down.
28894760	28897743	You're gonna feel that through the lateral portion of the hip.
28898064	28903510	So we're working that hip abduction, but then you're also gonna feel it through that oblique that's down as well.
28903831	28914123	So if my right side is down, as I'm pushing up, I'm gonna feel it from here all the way up through that lateral aspect of the core.
28914424	28917287	So if you did wanna make this a little bit more difficult,
28917267	28922432	Stay in that same position and you could add a band, a mini band right above the knees.
